estadio;equipo_local;id_territorio;ciudad;barrio
CAMP DE FUTBOL MPAL. DE L´HOSPITALET LLOBREGAT;L'HOSPITALET, CENTRE ESPORTS A;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL MPAL. DE GIRONELLA;GIRONELLA, C.F. AT. A;Gironella;Gironella;Gironella
CAMP DE FUTBOL MPAL. DE MONTMELÓ;MONTMELO UNIO ESPORTIVA,CF A;Montmeló;Montmeló;Montmeló
CAMP DE FUTBOL MPAL. SERGIO BUSQUETS BURGOS;BADIA DEL VALLES, C.D. A;Badia del Vallès;Badia del Vallès;Badia del Vallès
CAMP DE FUTBOL MPAL. DE L´ESPLUGA FRANCOLI;L'ESPLUGA DE FRANCOLI, U.E. A;Espluga Calba, l';L'Espluga Calba;L'Espluga Calba
CAMP DE FUTBOL MPAL. DE SANT JUST DESVERN;FUNDACIO ATLETIC SANT JUST  A;Sant Just Desvern;Sant Just Desvern;Sant Just Desvern
CAMP DE FUTBOL MPAL. LA ROUREDA;TARADELL, U.D. A;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
No especificado;CASTELLBISBAL, U.E. A;Bisbal d'Empordà, la;La Bisbal d'Empordà;La Bisbal d'Empordà
CAMP DE FUTBOL MPAL. DE CALAFELL;ESCOLA FUTBOL BASE CALAFELL CF C;Calaf;Calaf;Calaf
CAMP DE FUTBOL MPAL. VALL D´HEBRON;ESCOLA DE FUTBOL PREMIER BARCELONA B;Barcelona;Barcelona;Barcelona
CAMP DE FUTBOL MPAL. DE CALAFELL;ESCOLA FUTBOL BASE CALAFELL CF B;Calaf;Calaf;Calaf
CAMP DE FUTBOL ZEM DE TONA (1);TONA, U.E. A;Tona;Tona;Tona
No especificado;VISTA ALEGRE,U.D. A;Castelldefels 2 (Vista Alegre - el Castell);Castelldefels;Vista Alegre - el Castell
CAMP DE FUTBOL COL·LEGI LA SALLE BONANOVA;LA SALLE BONANOVA , ASSOC.ESP. A;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo
CAMP DE FUTBOL COL·LEGI XALOC;LES CORTS DE BARCELONA CLUB ESP. C;Hospitalet de Llobregat 26 (Santa Eulàlia - Centre Sud - Ciutat de la Justícia), l';Hospitalet de Llobregat;Santa Eulàlia - Centre Sud - Ciutat de la Justícia
No especificado;FUNDACIÓ UNIÓ ESPORTIVA VIC A;Vic;Vic;Vic
CAMP DE FUTBOL MPAL. DANI JARQUE CIUTAT COOPERATIVA;CIUDAD COOPERATIVA, C.F. B;Sant Boi de Llobregat 11 (Ciutat Cooperativa);Sant Boi de Llobregat;Ciutat Cooperativa
CAMP DE FUTBOL MPAL. INDUSTRIAL RIPOLLET;ESCUELA F.BASE RIPOLLET,AD. A;Ripollet 1 (Centre - Maragall);Ripollet;Centre - Maragall
CAMP DE FUTBOL MPAL. CAN BOADA;ESCOLA FUTBOL CAN BOADA A;Terrassa 17 (Can Boada);Terrassa;Can Boada
CAMP DE FUTBOL MPAL. DE POLINYÀ;POLINYA, AT. A;Polinyà;Polinyà;Polinyà
CAMP DE FUTBOL MPAL. MARIANAO;MARIANAO POBLET UD A;Santa Maria d'Oló;Santa Maria d'Oló;Santa Maria d'Oló
CAMP DE FUTBOL IEM CAN SALVI;SANT ANDREU DE LA BARCA AGRUP. B;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca
CAMP DE FUTBOL MPAL. TURÓ DE LA PEIRA;TURO PEIRA, C.C.D. A;Barcelona 133 (el Turó de la Peira i Can Peguera);Barcelona;el Turó de la Peira i Can Peguera
CAMP DE FUTBOL ZEM RAÜL PALOMA;ARGENTONA, C.F. A;Argentona;Argentona;Argentona
CAMP DE FUTBOL SCHOOL EUROPA INTERNATIONAL;EUROPA SPORTS CENTER, C.E. A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL ZEM RAÜL PALOMA;ARGENTONA, C.F. B;Argentona;Argentona;Argentona
CAMP DE FUTBOL MPAL. SANT ILDEFONS;SANT ILDEFONS, U.E. B;Cornellà de Llobregat 6 (Sant Ildefons Oest);Cornellà de Llobregat;Sant Ildefons Oest
No especificado;RODA DE BARA AT. A;Roda de Berà;Roda de Berà;Roda de Berà
CAMP DE FUTBOL MPAL. POBLENOU-AGAPITO FERNÁNDEZ;VILA OLÍMPICA CLUB ESP. B;Barcelona 172 (la Vila Olímpica i el Bogatell);Barcelona;la Vila Olímpica i el Bogatell
CAMP DE FUTBOL MPAL. JOAN BAPTISTA MILÀ;SANTBOIA, F.C. A;Milà, el;El Milà;El Milà
CAMP DE FUTBOL MPAL. CAN BUXERES;CAN BUXERES, F.C. B;Hospitalet de Llobregat 16 (Collblanc - Cementiri - Carretera), l';Hospitalet de Llobregat;Collblanc - Cementiri - Carretera
CAMP DE FUTBOL MPAL. GAUDENCI SELLÉS ROMÀ;QUART, U.E. C;Quart;Quart;Quart
CAMP DE FUTBOL ZEM LES FONTETES;CERDANYOLA VALLES, F.C. C;Cerdanyola del Vallès;Cerdanyola del Vallès;Cerdanyola del Vallès
CAMP DE FUTBOL CE DE L´ENERGIA;MERCAT NOU MAGORIA, S.E. CLUB A;Barcelona 62 (Santa Maria de Sants);Barcelona;Santa Maria de Sants
CAMP DE FUTBOL CEM LA BASCULA EMILIO FERNANDEZ F11;SANTS, U.E. C;Barcelona 51 (la Mare de Déu de Port, Can Clos i el Polvorí);Barcelona;la Mare de Déu de Port, Can Clos i el Polvorí
CAMP DE FUTBOL MPAL. LA FERRERIA;BASE MONTCADA CLUB FUTBOL B;Montcada i Reixac;Montcada i Reixac;Montcada i Reixac
CAMP DE FUTBOL CEM ESTRUCH;TERLENKA BARCELONISTA C. F. C;Sant Celoni;Sant Celoni;Sant Celoni
CAMP DE FUTBOL CEM CAN ZAM (1);ARRABAL-CALAF GRAMANET C.D. A;Santa Coloma de Gramenet;Santa Coloma de Gramenet;Santa Coloma de Gramenet
CAMP DE FUTBOL MPAL. LUIS GONZÁLEZ BAEZA;LA FLORIDA C.F. A;Hospitalet de Llobregat 10 (la Florida - Plaça de la Llibertat), l';Hospitalet de Llobregat;la Florida - Plaça de la Llibertat
CAMP DE FUTBOL MPAL. DEL CENTENARI;ESCOLA FUTBOL MATARO C.E B;Mataró;Mataró;Mataró
CAMP DE FUTBOL MPAL. DE BADALONA SUD;YOUNG TALENT BADALONA SUD ASSOC.ESP. A;Badalona;Badalona;Badalona
CAMP DE FUTBOL MPAL. POMAR;POMAR, C.D. A;Badalona 29 (Canyet - Mas Ram - Pomar de Dalt - Pomar);Badalona;Canyet - Mas Ram - Pomar de Dalt - Pomar
CAMP DE FUTBOL MPAL. ANTONI SERRA I PUJOL;BARBERÀ CLUB DE FUTBOL  A;Barberà de la Conca;Barberà de la Conca;Barberà de la Conca
CAMP DE FUTBOL MPAL. CENTRE PACO NAVARRO (2);UNIFICACIÓN C.F.SANTA PERPETUA C;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda;Santa Perpètua de Mogoda
CAMP DE FUTBOL MPAL. DE MIRA-SOL;MIRASOL-BACO UNIÓN, C.F. B;Sant Cugat del Vallès 6 (Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella);Sant Cugat del Vallès;Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella
CAMP DE FUTBOL MPAL. L'ÀLIGA;EUROPA, C.E. B;Barcelona 103 (Joanic);Barcelona;Joanic
CAMP DE FUTBOL MPAL. DE VILANOVA DEL VALLÈS;VILANOVA VALLES,C.F.;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
CAMP DE FUTBOL MPAL. CAN MAGÍ;Pª BLAUGRANA SANT CUGAT B;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
CAMP DE FUTBOL MPAL. DEL 25 DE SETEMBRE;JUVENTUD 25 DE SEPTIEMBRE B;Rubí 7 (Districte 5 Nord-est);Rubí;Districte 5 Nord-est
CAMP DE FUTBOL MPAL. DE L´ESCALA;L'ESCALA, F.C. B;Escala, l';L'Escala;L'Escala
CAMP DE FUTBOL MPAL. TEIXONERA;ESCOLA DE FUTBOL STOITCHKOV-RACING SARRIA  B;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter
CAMP DE FUTBOL INEF BARCELONA;Pª BARC. ANGUERA C;Barcelona;Barcelona;Barcelona
CAMP DE FUTBOL MPAL. VALL D´HEBRON;ESCOLA DE FUTBOL PREMIER BARCELONA A;Barcelona;Barcelona;Barcelona
CAMP DE FUTBOL MPAL. DE SANTA CRISTINA D´ARO;CRISTINENC C.E A;Santa Cristina d'Aro;Santa Cristina d'Aro;Santa Cristina d'Aro
CAMP DE FUTBOL MPAL. DE BEGUR;FUNDACIO PRIV. ESP. DE BEGUR A;Begur;Begur;Begur
CAMP DE FUTBOL MPAL. JOSEP PONS I VENTURA;CUBELLES, C.F. B;Cubelles;Cubelles;Cubelles
CAMP DE FUTBOL ZEM JOSEP MASSOT I SAIS ANNEX 1;GLOBAL-PALAMOS C.F. B;Palamós;Palamós;Palamós
CAMP DE FUTBOL MPAL. JOAN BUSÓ;FORNELLS, UE. B;Fornells de la Selva;Fornells de la Selva;Fornells de la Selva
CAMP DE FUTBOL MPAL. LA SATÀLIA;APA POBLE SEC, CE. D;Barcelona 48 (Santa Madrona, la Satàlia i Montjuïc);Barcelona;Santa Madrona, la Satàlia i Montjuïc
CAMP DE FUTBOL MPAL. DE PREMIÀ DE DALT;PREMIA DALT, C.D. B;Premià de Dalt;Premià de Dalt;Premià de Dalt
CAMP DE FUTBOL COL·LEGI BELL-LLOC;BELL LLOC, C.P. B;Bell-lloc d'Urgell;Bell-lloc d'Urgell;Bell-lloc d'Urgell
No especificado;MANLLEU, A.E.C. B;Manlleu;Manlleu;Manlleu
CAMP DE FUTBOL CLUB CENTRE ESPORTIU VEDRUNA;UNIÓ GIRONA A.C.E. A;Girona;Girona;Girona
CAMP DE FUTBOL MPAL. EL GREGAL;PALAFRUGELL, F.C. A;Palafrugell;Palafrugell;Palafrugell
CAMP DE FUTBOL MPAL. EL MOLÍ (LLORET);JUVENTUS-LLORET FUTBOL CLUB A;Lloret de Mar;Lloret de Mar;Lloret de Mar
No especificado;AMPOSTA, C.F. A;Amposta;Amposta;Amposta
CAMP DE FUTBOL MPAL. DE SOLSONA;FUTBOL BASE SOLSONA ARRELS B;Solsona;Solsona;Solsona
CAMP DE FUTBOL CEM DE SANT SALVADOR;SAN SALVADOR, U.D. A;Sant Salvador de Guardiola;Sant Salvador de Guardiola;Sant Salvador de Guardiola
CAMP DE FUTBOL ZEM CAN JOFRESA;UNIO F. BASE JABAC I TERRASSA A;Terrassa 9 (Can Jofresa - Can Palet II - Guadalhorce - Xúquer);Terrassa;Can Jofresa - Can Palet II - Guadalhorce - Xúquer
CAMP DE FUTBOL MPAL. DE PERALADA Annex;PERALADA, C.F. B;Peralada;Peralada;Peralada
CAMP DE FUTBOL MPAL. VILARTAGUES;SANT FELIU DE GUIXOLS C.F. A;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
CAMP DE FUTBOL MPAL. JOAN NICOLAU;VILAMAJOR, C.F. A;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL MPAL. DE CALONGE;ESCOLA M.F.CALONGE-SANTANTONI,C A;Calonge de Segarra;Calonge de Segarra;Calonge de Segarra
CAMP DE FUTBOL CEM LES CREMADES;CALDES MONTBUI, C.F. A;Caldes d'Estrac;Caldes d'Estrac;Caldes d'Estrac
CAMP DE FUTBOL MPAL. L'ARENAL;BASE L'HOSPITALET DE L'INFANT C.E. A;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL MPAL. BOSC TOSCA ANNEX;ESCOLA F. BOSC DE TOSCA, C B;les Preses;les Preses;les Preses
CAMP DE FUTBOL MPAL. DE TORELLÓ;TORELLO, C.F. A;Torelló;Torelló;Torelló
CAMP DE FUTBOL COL·LEGI SANT IGNASI;SANT IGNASI C.E. C;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo
No especificado;ARENYS DE MAR, C.F. A;Arenys de Mar;Arenys de Mar;Arenys de Mar
CAMP DE FUTBOL MPAL. CAN PUIGGENER;ARISTOI FOOTBALL ACADEMY A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. SANT GENÍS;Pª BARC. VILLAVERDE-PENITENTS B;Barcelona 120 (Sant Genís dels Agudells);Barcelona;Sant Genís dels Agudells
CAMP DE FUTBOL MPAL. DEL CAMI DEL MIG;CERDANYOLA MATARO ASSOC.ESP.LL B;Cerdanyola del Vallès;Cerdanyola del Vallès;Cerdanyola del Vallès
No especificado;MAS MASCORT DE PALAFRUGELL,F.C. A;Mas de Barberans;Mas de Barberans;Mas de Barberans
No especificado;LLINARS, C.E. A;Llinars del Vallès;Llinars del Vallès;Llinars del Vallès
CAMP DE FUTBOL MPAL. U.E.GURB;GURB, U.E. C;Gurb;Gurb;Gurb
CAMP DE FUTBOL MPAL. DE MARTORELLES;MARTORELLES, C.F. A;Martorell;Martorell;Martorell
CAMP DE FUTBOL MPAL. DE LA LLÀNTIA;LA LLANTIA, A.D A;Mataró 10 (la Llàntia);Mataró;la Llàntia
CAMP DE FUTBOL MPAL. LA GRANJA;TARRAGONA, F.C. A;Granja d'Escarp, la;La Granja d'Escarp;La Granja d'Escarp
CAMP DE FUTBOL MPAL. NOU PINS VENS;BLANCA SUBUR, C.F. C;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
CAMP DE FUTBOL CEM LES COMES  2 Camps;MONTSERRAT IGUALADA, U.D. A;Igualada;Igualada;Igualada
CAMP DE FUTBOL ZEM JAUME TUBAU;SANT CUGAT FUTBOL CLUB B;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
CAMP DE FUTBOL MPAL. VALL-LLOBERA;CALDES MALAVELLA, U.E. B;Caldes d'Estrac;Caldes d'Estrac;Caldes d'Estrac
CAMP DE FUTBOL CEM BON PASTOR;BON PASTOR AGRUPACIO ESPORTIVA A;Barcelona 149 (el Bon Pastor);Barcelona;el Bon Pastor
CAMP DE FUTBOL MPAL. FRANCESC GARRIGA;SANT FELIU DE CODINES, C.F. A;Garriga, la;La Garriga;La Garriga
CAMP DE FUTBOL ZEM DE JUNEDA;ESCOLA DE FUTBOL INTERCOMARCAL A;Juneda;Juneda;Juneda
CAMP DE FUTBOL ZEM D´HOSTALRIC;ARBUCIES,CLUB FUTBOL A;Arbúcies;Arbúcies;Arbúcies
CAMP DE FUTBOL MPAL. LA ROUREDA;TARADELL, U.D. B;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
CAMP DE FUTBOL COL·LEGI PARE MANYANET DE REUS;PARE MANYANET, A.E.;Reus;Reus;Reus
CAMP DE FUTBOL MPAL. DE SANT PERE NORD;SANT PERE NORD , C.F. B;Sant Pere de Ribes;Sant Pere de Ribes;Sant Pere de Ribes
CAMP DE FUTBOL MPAL. FRANCESC SERRACANTA;ASS.ESP.F. BASE PALAU 2024,  A;Palau d'Anglesola, el;El Palau d'Anglesola;El Palau d'Anglesola
CAMP DE FUTBOL MPAL. DE BEGUES;BEGUES, C.F. A;Begues;Begues;Begues
CAMP DE FUTBOL MPAL. LA TORRASSA;ESCOLA COLLBLANC-TORRASSA,C.E A;Hospitalet de Llobregat 15 (Collblanc - Centre - Vallparda), l';Hospitalet de Llobregat;Collblanc - Centre - Vallparda
No especificado;CAN VIDALET, C.F. A;Esplugues de Llobregat 2 (Can Vidalet);Esplugues de Llobregat;Can Vidalet
No especificado;HOSPITALENSE, AT.C. A;Hospitalet de Llobregat 3 (Centre - la Farga), l';Hospitalet de Llobregat;Centre - la Farga
CAMP DE FUTBOL MPAL. 1ER. DE MAIG;VALLES, C.AT. B;Granollers;Granollers;Granollers
CAMP DE FUTBOL MPAL. LUIS GONZÁLEZ BAEZA;ALBIRROJITA DE CATALUNYA ASSOCIACIÓ CLUB SOCIAL  A;Catalunya;Catalunya;Catalunya
CAMP DE FUTBOL ZEM CAN TRIES;CAN TRIAS, U.D. A;Viladecavalls;Viladecavalls;Viladecavalls
CAMP DE FUTBOL MPAL. DE PEDRASANTA;ESCOLA F. TREMP, CE A;Tremp;Tremp;Tremp
CAMP DE FUTBOL MPAL. DE CORNELLÀ DE TERRI;CORNELLA TERRI, A.E. A;Cornellà de Llobregat;Cornellà de Llobregat;Cornellà de Llobregat
CAMP DE FUTBOL MPAL. DE PEDRASANTA;ESCOLA F. TREMP, CE B;Tremp;Tremp;Tremp
CAMP DE FUTBOL ZEM DE SANT JULIÀ DE VILATORTA;SANT JULIA DE VILATORTA, C.F. A;Sant Julià de Cerdanyola;Sant Julià de Cerdanyola;Sant Julià de Cerdanyola
CAMP DE FUTBOL CEM ARISTIDES MAILLOL;VETERANS CATALUNYA,AF A;Catalunya;Catalunya;Catalunya
CAMP DE FUTBOL MPAL. LA FERRERIA;BASE MONTCADA CLUB FUTBOL A;Montcada i Reixac;Montcada i Reixac;Montcada i Reixac
CAMP DE FUTBOL MPAL. REDDIS;SANTES CREUS CLUB ESP. B;Reus;Reus;Reus
CAMP DE FUTBOL MPAL. LA PASTORETA;ESCOLA F. LA PASTORETA, CLUB A;Reus;Reus;Reus
CAMP DE FUTBOL MPAL. TORRE-ROMEU;TIBIDABO TORRE ROMEU, U.D. A;Sabadell 22 (Torre-romeu - Can Roqueta - el Poblenou);Sabadell;Torre-romeu - Can Roqueta - el Poblenou
CAMP DE FUTBOL MPAL. DE MIRALCAMP;MIRALCAMP, CF A;Miralcamp;Miralcamp;Miralcamp
CAMP DE FUTBOL MPAL. DE LES PLANES  (OLESA MONT);OLESA,C.F. A;Olesa de Bonesvalls;Olesa de Bonesvalls;Olesa de Bonesvalls
CAMP DE FUTBOL MPAL. BARÓ DE VIVER;BESÓS BARÓN DE VIVER CLUB FUTBOL B;Barcelona 179 (el Besòs);Barcelona;el Besòs
CAMP DE FUTBOL MPAL. POBLENOU-AGAPITO FERNÁNDEZ;VILA OLÍMPICA CLUB ESP. A;Barcelona 172 (la Vila Olímpica i el Bogatell);Barcelona;la Vila Olímpica i el Bogatell
CAMP DE FUTBOL COL·LEGI LA SALLE TARRAGONA;LA SALLE TARRAGONA ASSOC. FUT. A;Tarragona;Tarragona;Tarragona
CAMP DE FUTBOL MPAL. JOSEP GUARDIOLA;SANTPEDOR, C.F. A;Guardiola de Berguedà;Guardiola de Berguedà;Guardiola de Berguedà
CAMP DE FUTBOL CEM LA FANECADA;ALCANAR 2015 ESCOLA FUTBOL  A;Alcanar;Alcanar;Alcanar
CAMP DE FUTBOL MPAL. JOAN CAPDEVILA MÉNDEZ;ESCOLA F.TARREGA, C.E. A;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL MPAL. DE GRANOLLERS;GRANOLLERS, E.C. B;Granollers;Granollers;Granollers
CAMP DE FUTBOL MPAL. DE VILOBÍ D´ONYAR;BASE VILOBI 2015 CLUB FUTBOL A;Vilobí d'Onyar;Vilobí d'Onyar;Vilobí d'Onyar
CAMP DE FUTBOL MPAL. DE MONTGAT;FUNDACIÓ ESPORTIVA MONTGAT A;Montgat;Montgat;Montgat
No especificado;SINERA UNITED FUTBOL CLUB ASS. A;Arenys de Mar;Arenys de Mar;Arenys de Mar
CAMP DE FUTBOL MPAL. LA PLANA - CERVELLÓ;Pª BLAUGRANA CERVELLO B;Cervelló;Cervelló;Cervelló
CAMP DE FUTBOL MPAL. ROUREDA;ATLÉTICO ROUREDA, C.F.  A;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
CAMP DE FUTBOL MPAL. JOVENTUT SANT PERE MÀRTIR;JOVENTUT SANT PERE MARTIR A;Sant Martí d'Albars;Sant Martí d'Albars;Sant Martí d'Albars
CAMP DE FUTBOL ZEM DE MELIANTA;FONTCOBERTA, U.E. A;Fontcoberta;Fontcoberta;Fontcoberta
CAMP DE FUTBOL MPAL.  LA MARGINERA;BESALU, C.E. A;Besalú;Besalú;Besalú
CAMP DE FUTBOL MPAL. DE PREMIÀ DE DALT;PREMIA DALT, C.D.  A;Premià de Dalt;Premià de Dalt;Premià de Dalt
CAMP DE FUTBOL MPAL. DE PUIGVERD DE LLEIDA;PUIGVERTENC, C.F. A;Lleida;Lleida;Lleida
CAMP DE FUTBOL MPAL. DE CAMPDEVÀNOL;CAMPDEVANOL, U.E. A;Campdevànol;Campdevànol;Campdevànol
CAMP DE FUTBOL MPAL. DE SANT PRIVAT D´EN BAS;SANT PRIVAT D'EN BAS, F.C A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DE VILADECANS;VILADECANS U.D. B;Viladecans;Viladecans;Viladecans
CAMP DE FUTBOL MPAL. EL GORNAL;SPORTVENFI, ASSOC. ESP.  A;Hospitalet de Llobregat 28 (el Gornal), l';Hospitalet de Llobregat;el Gornal
No especificado;SURIA, C.E. A;Súria;Súria;Súria
CAMP DE FUTBOL MPAL. DE CASSERRES;CASSERRES, C.F. A;Casserres;Casserres;Casserres
No especificado;OLIMPIC MORA D'EBRE, C.E. A;Móra d'Ebre;Móra d'Ebre;Móra d'Ebre
CAMP DE FUTBOL MPAL. DE GANDESA;GANDESA, C.F. A;Gandesa;Gandesa;Gandesa
No especificado;SAN MAURO, U.D. B;Santa Margarida de Montbui;Santa Margarida de Montbui;Santa Margarida de Montbui
CAMP DE FUTBOL MPAL. CAN MAGÍ;Pª BLAUGRANA SANT CUGAT A;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
CAMP DE FUTBOL MPAL. TURÓ DE LA PEIRA;TURO PEIRA, C.C.D.;Barcelona 133 (el Turó de la Peira i Can Peguera);Barcelona;el Turó de la Peira i Can Peguera
CAMP DE FUTBOL MPAL. ENRIC TARRAGONA;CASTELLSERÀ, C. AT. A;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró
CAMP DE FUTBOL CEM CAN ZAM (2);SINGUERLIN, C.F. B;Santa Coloma de Gramenet 7 (Singuerlin - Can Zam);Santa Coloma de Gramenet;Singuerlin - Can Zam
CAMP DE FUTBOL MPAL. D´ALPICAT;ALPICAT , AT. C A;Alpicat;Alpicat;Alpicat
CAMP DE FUTBOL MPAL. DE SANT PERE DE TORELLÓ;SANTPERENCA U.E.;Sant Pere de Ribes;Sant Pere de Ribes;Sant Pere de Ribes
CAMP DE FUTBOL MPAL. C.F.CAPELLADES;CAPELLADES, C.F. A;Capellades;Capellades;Capellades
CAMP DE FUTBOL MPAL. ARRAHONA-MERINAL-JOAN MURTRO;MERCANTIL, C.E B;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL MPAL. DE BEGUES;BEGUES, C.F. B;Begues;Begues;Begues
CAMP DE FUTBOL MPAL. ANTONIO ORTEGA PAREJO;COL.LEGI S.PAU APOSTOL ESP.APA A;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor
CAMP DE FUTBOL MPAL. DE SANT HILARI SACALM;SANT HILARI-FONT VELLA, C.E. A;Sant Hilari Sacalm;Sant Hilari Sacalm;Sant Hilari Sacalm
CAMP DE FUTBOL MPAL. DE BERGA;BERGA, C.E. B;Berga;Berga;Berga
CAMP DE FUTBOL MPAL. JOAN BOCANEGRA;LOURDES, U.D. A;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL MPAL. DE LLIÇÀ DE VALL;LLIÇA DE VALL C.F. A;Lliçà d'Amunt;Lliçà d'Amunt;Lliçà d'Amunt
CAMP DE FUTBOL MPAL. DE GUARDIOLA DE BERGUEDÀ;ALT BERGUEDÀ, C.C.R. A;Alt Àneu;Alt Àneu;Alt Àneu
No especificado;OLIMPIC LA GARRIGA, C.F. A;Garriga, la;La Garriga;La Garriga
CAMP DE FUTBOL MPAL. DE SANT MIQUEL BALENYA;SANT MIQUEL DE BALENYA, CE. A;Balenyà;Balenyà;Balenyà
CAMP DE FUTBOL MPAL. DE LA FULIOLA;LA FULIOLA, C.E. A;Fuliola, la;La Fuliola;La Fuliola
CAMP DE FUTBOL MPAL. CAN MASARNAU;FATIMA, F.C. B;Igualada;Igualada;Igualada
CAMP DE FUTBOL MPAL. DE SANT FRUITÓS DE BAGES;FRUITOSENC, F.C. A;Sant Fruitós de Bages;Sant Fruitós de Bages;Sant Fruitós de Bages
No especificado;ESCOLA FUTBOL BASE GUISSONA B;Guissona;Guissona;Guissona
CAMP DE FUTBOL MPAL. PARC CATALANA;BARCELONETA, C.F. A;Barcelona 10 (Sant Miquel del Port);Barcelona;Sant Miquel del Port
CAMP DE FUTBOL ZEM CAN ROSÉS (2);Pª BLAUGRANA RAMON LLORENS A;Roses;Roses;Roses
CAMP DE FUTBOL ZEM CAN TRIES;CAN TRIAS, U.D. B;Viladecavalls;Viladecavalls;Viladecavalls
CAMP DE FUTBOL ZEM DE SANT JOAN VILATORRADA;JOANENC, F.C. B;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL MPAL. DE SANT LLORENÇ D´HORTONS;HORTONENC, F.C. B;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès
CAMP DE FUTBOL MPAL. CANTONIGROS;CANTONIGROS, U.E. A;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor;Sant Antoni de Vilamajor
CAMP DE FUTBOL MPAL. ANDREU LLADÓ;CALLUS, C.F. A;Callús;Callús;Callús
CAMP DE FUTBOL MPAL. DEL CENTRE HISTÒRIC;ESPLAIS, C.F. B;Castelló d'Empúries;Castelló d'Empúries;Castelló d'Empúries
CAMP DE FUTBOL MPAL. FALGUERA;Pª REC.SAN FELIU LLOBREGAT A;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
No especificado;FORTIA, C.E. A;Fortià;Fortià;Fortià
CAMP DE FUTBOL MPAL. DE CALLDETENES;CALLDETENES, C.F. A;Calldetenes;Calldetenes;Calldetenes
CAMP DE FUTBOL MPAL. PLA DE BAIX;OLOT, AT. A;Baix Pallars;Baix Pallars;Baix Pallars
CAMP DE FUTBOL CEM LES COMES  2 Camps;IGUALADA, C.F. B;Igualada;Igualada;Igualada
CAMP DE FUTBOL MPAL. DE MONELLS;MONELLS, A.E. B;Cruïlles, Monells i Sant Sadurní de l'Heura;Cruïlles, Monells i Sant Sadurní de l'Heura;Cruïlles, Monells i Sant Sadurní de l'Heura
CAMP DE FUTBOL MPAL. DE LA CELLERA DE TER;CELLERA, C.F. A;Cellera de Ter, la;La Cellera de Ter;La Cellera de Ter
CAMP DE FUTBOL MPAL. OLÍMPIA;CERCLE SABADELLES 1856 A;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL MPAL. DE CASSÀ DE LA SELVA;CASSA, U.D. A;Cassà de la Selva;Cassà de la Selva;Cassà de la Selva
CAMP DE FUTBOL MPAL. DE SANT FOST DE CAMPSENTELLES;SANT FOST , U.E. A;Sant Fost de Campsentelles;Sant Fost de Campsentelles;Sant Fost de Campsentelles
